"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"619","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:0042391","regulation of membrane potential","Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane.",TRUE,FALSE,TRUE,TRUE,NA
"620","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:0043005","neuron projection","A prolongation or process extending from a nerve cell, e.g. an axon or dendrite.",TRUE,FALSE,TRUE,TRUE,NA
"621","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:0045202","synapse","The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane.",TRUE,FALSE,TRUE,TRUE,NA
"622","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:0050877","nervous system process","A organ system process carried out by any of the organs or tissues of neurological system.",TRUE,FALSE,TRUE,TRUE,NA
"623","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:0050893","sensory processing","Any neural process required for an organism to sense and interpret the dimensions of a sensory experience: modality, location, intensity and affect.",TRUE,FALSE,TRUE,TRUE,NA
"624","WBGene00001593","glc-3","ZC317.3","glc-3 encodes an L-glutamate-gated chloride channel subunit;  GLC-3 is sensitive to fipronil and BIDN, but picrotoxinin-insensitive; GLC-3 is  expressed in the AIY interneuron. ","Is an ortholog of human GLRA1 (glycine receptor alpha 1).  Is predicted to contribute to extracellular ligand-gated ion channel activity. Is  involved in locomotion involved in locomotory behavior; sensory perception of chemical  stimulus; and sensory processing. Is expressed in AIYL; AIYR; and tail neurons.  Human ortholog(s) of this gene are implicated in hyperekplexia 1 and hyperekplexia  2. ","Glutamate-gated ChLoride channel ","GO:1902476","chloride transmembrane transport","The process in which chloride is transported across a membrane.",TRUE,FALSE,TRUE,TRUE,NA
"625","WBGene00001698","grd-9","C04E6.6","grd-9 encodes a hedgehog-like protein, with an N-terminal signalsequence,  a central low-complexity proline-rich domain, and a C-terminalGround domain; the  Ground domain is predicted to form acysteine-crosslinked protein involved in intercellular  signalling, andit has subtle similarity to the N-terminal Hedge domain of HEDGEHOGproteins;  GRD-9 is weakly required for normal molting; GRD-9 is alsorequired for normal growth  to full size, locomotion, and male taildevelopment; all of these requirements may  reflect common defects incholesterol-dependent hedgehog-like signalling or in vesicletrafficking. ","Is enriched in intestine based on RNA-seq studies. Is affected  by several genes including daf-16; daf-12; and clk-1 based on microarray; tiling  array; and RNA-seq studies. Is affected by methylmercuric chloride; resveratrol;  and single-walled carbon nanotube based on microarray studies. Is predicted to encode  a protein with the following domain: Ground-like domain. ","GRounDhog (hedgehog-like family) ",NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA
"626","WBGene00001710","grl-1","C24G6.7","grl-1 encodes a hedgehog-like protein, with an N-terminal signalsequence,  a central proline-rich region, and a C-terminal Ground-like(Grl) domain; GRL-1 is  expressed in intestine, neurons, and larvalarcade cells; the Grl domain is predicted  to form a cysteine-crosslinkedprotein involved in intercellular signalling, and  it has subtlesimilarity to the N-terminal Hedge domain of HEDGEHOG proteins. ","Is expressed in lumbar ganglion and tail. Is predicted to  encode a protein with the following domain: Ground-like domain. ","GRound-Like (grd related) ",NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"627","WBGene00001727","grl-18","T05C3.4","grl-18 encodes a hedgehog-like protein, with an N-terminal  signalsequence, a central proline-rich region, and a C-terminal Ground-like(Grl)  domain; the Grl domain is predicted to form a cysteine-crosslinkedprotein involved  in intercellular signalling, and it has subtlesimilarity to the N-terminal Hedge  domain of HEDGEHOG proteins. ","Is enriched in GABAergic neurons based on RNA-seq studies.  Is affected by several genes including daf-16; let-60; and daf-12 based on microarray  and RNA-seq studies. Is affected by five chemicals including methylmercuric chloride;  Rifampin; and Psoralens based on microarray and RNA-seq studies. Is predicted to  encode a protein with the following domain: Ground-like domain. ","GRound-Like (grd related) ",NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA
"628","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0002119","nematode larval development","The process whose specific outcome is the progression of the nematode larva over time, from its formation to the mature structure. Nematode larval development begins with the newly hatched first-stage larva (L1) and ends with the end of the last larval stage (for example the fourth larval stage (L4) in C. elegans). Each stage of nematode larval development is characterized by proliferation of specific cell lineages and an increase in body size without alteration of the basic body plan. Nematode larval stages are separated by molts in which each stage-specific exoskeleton, or cuticle, is shed and replaced anew.",TRUE,FALSE,TRUE,FALSE,NA
"629","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0003777","microtubule motor activity","Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP).",TRUE,FALSE,TRUE,FALSE,NA
"630","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).",TRUE,FALSE,TRUE,FALSE,NA
"631","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005623","cell","The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",TRUE,FALSE,TRUE,FALSE,NA
"632","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",TRUE,FALSE,TRUE,FALSE,NA
"633","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005635","nuclear envelope","The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space).",TRUE,FALSE,TRUE,FALSE,NA
"634","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",TRUE,FALSE,TRUE,FALSE,NA
"635","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005856","cytoskeleton","Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles.",TRUE,FALSE,TRUE,FALSE,NA
"636","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005871","kinesin complex","Any complex that includes a dimer of molecules from the kinesin superfamily, a group of related proteins that contain an extended region of predicted alpha-helical coiled coil in the main chain that likely produces dimerization. The native complexes of several kinesin family members have also been shown to contain additional peptides, often designated light chains as all of the noncatalytic subunits that are currently known are smaller than the chain that contains the motor unit. Kinesin complexes generally possess a force-generating enzymatic activity, or motor, which converts the free energy of the gamma phosphate bond of ATP into mechanical work.",TRUE,FALSE,TRUE,FALSE,NA
"637","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0005874","microtubule","Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.",TRUE,FALSE,TRUE,FALSE,NA
"638","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0016938","kinesin I complex","A complex of two kinesin heavy chains and two kinesin light chains.",TRUE,FALSE,TRUE,FALSE,NA
"639","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0019894","kinesin binding","Interacting selectively and non-covalently and stoichiometrically with kinesin, a member of a superfamily of microtubule-based motor proteins that perform force-generating tasks such as organelle transport and chromosome segregation.",TRUE,FALSE,TRUE,FALSE,NA
"640","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0030473","nuclear migration along microtubule","The directed movement of the nucleus along microtubules within the cell, mediated by motor proteins.",TRUE,FALSE,TRUE,FALSE,NA
"641","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another.",TRUE,FALSE,TRUE,FALSE,NA
"642","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0040038","polar body extrusion after meiotic divisions","The cell cycle process in which two small cells are generated, as byproducts destined to degenerate, as a result of the first and second meiotic divisions of a primary oocyte during its development to a mature ovum. One polar body is formed in the first division of meiosis and the other in the second division; at each division, the cytoplasm divides unequally, so that the polar body is of much smaller size than the developing oocyte. At the second division in which a polar body is formed, the polar body and the developing oocyte each contain a haploid set of chromosomes.",TRUE,FALSE,TRUE,FALSE,NA
"643","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0048489","synaptic vesicle transport","The directed movement of synaptic vesicles.",TRUE,FALSE,TRUE,FALSE,NA
"644","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0048675","axon extension","Long distance growth of a single axon process involved in cellular development.",TRUE,FALSE,TRUE,FALSE,NA
"645","WBGene00002215","klc-2","C18C4.10a","klc-2 encodes a kinesin light chain; klc-2 is required for  transport and localization of synaptic vesicles to presynaptic terminals; in addition,  klc-2 is required for normal translocation of the meiotic spindle to the oocyte  cortex; KLC-2 physically interacts with UNC-116/kinesin heavy chain (KHC) and with  UNC-16 and UNC-14, suggesting that it regulates vesicular transport by mediating  the association between UNC-116/KHC and synaptic vesicles; a KLC-2::GFP fusion protein  is widely expressed and seen in neurons, muscle, and the pharynx; in neurons, KLC-2::GFP  exhibits diffuse localization. ","Is an ortholog of human KLC2 (kinesin light chain 2). Exhibits  kinesin binding activity. Is involved in several processes, including axon extension;  establishment of meiotic spindle localization; and polar body extrusion after meiotic  divisions. Localizes to the cytoplasm; kinesin I complex; and nuclear envelope.  Is expressed in body ganglion; muscle cell; pharynx; and somatic nervous system. ","Kinesin Light Chain ","GO:0051295","establishment of meiotic spindle localization","The cell cycle process in which the directed movement of the meiotic spindle to a specific location in the cell occurs.",TRUE,FALSE,TRUE,FALSE,NA
